GeneSymbol	Description	Organism	Chromosome	Locus	TCGA-AF-2691-01A.41	TCGA-AF-2692-01A.41	TCGA-AF-3400-01A.41	TCGA-AF-3913-01A.12	TCGA-AG-3574-01A.22	TCGA-AG-3580-01A.22	TCGA-AG-3584-01A.22	TCGA-AG-3593-01A.22	TCGA-AG-3594-01A.12	TCGA-AG-4007-01A.22	TCGA-AG-A002-01A.23	TCGA-AG-A008-01A.23	TCGA-AG-A00C-01A.23	TCGA-AG-A00H-01A.22	TCGA-AG-A00H-01A.31	TCGA-AG-A00Y-01A.12	TCGA-AG-A011-01A.32	TCGA-AG-A014-01A.12	TCGA-AG-A015-01A.51	TCGA-AG-A016-01A.23	TCGA-AG-A01J-01A.22	TCGA-AG-A01L-01A.22	TCGA-AG-A01N-01A.23	TCGA-AG-A01W-01A.23	TCGA-AG-A01Y-01A.43	TCGA-AG-A020-01A.23	TCGA-AG-A026-01A.71	TCGA-AG-A02N-01A.31	TCGA-AG-A02X-01A.32	TCGA-AG-A032-01A.31	TCGA-AG-A036-01A.22
MFGE8	milk fat globule-EGF factor 8 protein	Homo sapiens	15	15q25	0	1	10	2	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	3
MELTF	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	Homo sapiens	3	3q28-q29	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFN1	mitofusin 1	Homo sapiens	3	3q26.33	4	2	0	0	1	1	5	2	2	1	2	0	1	1	4	1	3	3	2	3	2	1	1	1	0	0	2	4	2	2	3
MFN2	mitofusin 2	Homo sapiens	1	1p36.22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
MFSD10	major facilitator superfamily domain containing 10	Homo sapiens	4	4p16.3	2	1	2	2	2	1	1	1	1	2	0	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	3	0	0	1	1
MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	Homo sapiens	5	5q35	0	2	1	2	0	1	1	0	1	2	0	0	2	2	0	1	2	0	0	2	0	0	0	1	0	0	0	2	1	1	0
MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B	Homo sapiens	5	5q35	2	0	0	0	0	0	1	2	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0
MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	Homo sapiens	2	2q21.3	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OGA	meningioma expressed antigen 5 (hyaluronidase)	Homo sapiens	10	10q24.1-q24.3	0	2	0	0	2	0	3	0	1	0	0	1	2	0	2	1	2	1	1	1	2	2	2	0	3	0	0	3	1	1	1
MGLL	monoglyceride lipase	Homo sapiens	3	3q21.3	1	2	1	2	2	0	1	2	2	0	1	2	3	2	2	1	1	1	2	2	2	5	3	2	1	1	0	1	1	2	1
MGME1	mitochondrial genome maintenance exonuclease 1	Homo sapiens	20	20p11.23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1
MGMT	O-6-methylguanine-DNA methyltransferase	Homo sapiens	10	10q26	0	2	0	4	0	2	4	2	1	2	0	0	0	3	4	3	1	6	3	0	7	5	5	0	3	2	2	4	0	1	0
MGP	matrix Gla protein	Homo sapiens	12	12p12.3	0	1	1	1	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1
MGST1	microsomal glutathione S-transferase 1	Homo sapiens	12	12p12.3-p12.1	2	6	5	3	10	8	8	3	9	4	5	16	6	8	14	8	7	13	12	3	5	9	6	5	1	13	4	7	4	4	3
MGST2	microsomal glutathione S-transferase 2	Homo sapiens	4	4q28.3	6	2	2	2	1	6	5	4	3	2	3	3	3	3	3	5	2	4	5	2	3	2	6	2	2	6	5	3	5	3	1
MGST3	microsomal glutathione S-transferase 3	Homo sapiens	1	1q23	0	11	0	9	10	11	6	10	7	4	4	10	4	4	5	5	5	7	10	2	10	14	5	13	7	5	12	3	6	9	2
MIA3	melanoma inhibitory activity family, member 3	Homo sapiens	1	1q41	3	4	3	3	5	0	3	1	11	1	8	8	1	2	5	7	2	1	11	6	0	3	3	2	0	5	1	11	3	0	1
MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1	Homo sapiens	6	6q21	1	3	1	1	2	2	2	7	3	4	3	2	2	11	7	6	3	5	7	2	2	2	3	3	1	2	2	5	1	2	4
MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	Homo sapiens	11	11p15.3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0
MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3	Homo sapiens	22	22q11.21	1	1	0	1	0	0	1	0	0	0	0	1	2	0	1	1	0	2	0	0	0	0	1	0	2	0	0	1	0	1	2
MICALL1	MICAL-like 1	Homo sapiens	22	22q13.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
MICALL2	MICAL-like 2	Homo sapiens	7	7p22.3	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	3	2	1	1	1	1	0	0	2	0	0	0	0	0	0
MICU1	mitochondrial calcium uptake 1	Homo sapiens	10	10q22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	3	0	0	0	1	0
MICU2	mitochondrial calcium uptake 2	Homo sapiens	13	13q12.11	1	3	1	4	1	1	5	3	5	2	3	2	2	4	7	4	1	3	3	2	2	1	4	2	0	4	4	3	1	2	1
MIEN1	migration and invasion enhancer 1	Homo sapiens	17	17q12	0	1	0	0	0	1	2	1	1	1	0	2	2	0	1	1	1	0	1	1	0	2	0	1	0	2	1	1	1	1	1
MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	Homo sapiens	22	22q11.23	3	31	33	32	124	20	19	21	32	15	16	41	19	33	27	56	27	25	38	27	30	53	30	20	18	24	33	28	38	29	29
RIOX2	MYC induced nuclear antigen	Homo sapiens	3	3q11.2	0	1	0	0	0	0	2	2	1	1	0	1	1	0	2	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1
MINK1	misshapen-like kinase 1	Homo sapiens	17	17p13.2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	2	0	0	0
MICOS10-NBL1	MINOS1-NBL1 readthrough	Homo sapiens	1	1p36.13	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	2	2	1	2	0	0	1	0	1	0	1	0	0	0	1
MINPP1	multiple inositol-polyphosphate phosphatase 1	Homo sapiens	10	10q23	0	1	1	1	5	1	1	2	3	0	1	0	0	2	0	0	1	0	0	2	2	1	1	2	0	0	1	1	2	0	3
MIOS	missing oocyte, meiosis regulator, homolog (Drosophila)	Homo sapiens	7	7p21.3	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	2	0	1	1	2	0	0	0	1	0	0	0	1
MIPEP	mitochondrial intermediate peptidase	Homo sapiens	13	13q12	5	7	1	6	0	4	1	8	2	5	0	4	12	1	16	12	7	19	13	13	1	8	6	1	1	3	18	2	1	8	3
MISP	mitotic spindle positioning	Homo sapiens	19	19p13.3	25	14	7	11	0	19	9	14	12	19	12	10	11	5	25	28	15	17	16	11	9	14	8	11	0	11	21	23	17	17	4
MKI67	marker of proliferation Ki-67	Homo sapiens	10	10q26.2	2	5	0	2	0	1	8	1	3	1	3	7	5	0	9	7	1	1	3	5	0	6	2	5	0	2	5	18	1	6	3
MLEC	malectin	Homo sapiens	12	12q24.31	10	16	5	7	4	8	11	8	15	7	9	9	10	8	16	12	11	10	18	6	9	8	10	7	6	9	8	10	7	10	7
MLF2	myeloid leukemia factor 2	Homo sapiens	12	12p13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
MLH1	mutL homolog 1	Homo sapiens	3	3p21.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MLKL	mixed lineage kinase domain-like	Homo sapiens	16	16q23.1	0	0	0	1	0	2	0	0	1	1	0	0	1	0	1	1	0	0	3	0	0	0	3	0	0	0	1	1	0	1	1
AFDN	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	Homo sapiens	6	6q27	6	9	0	10	2	12	5	6	4	1	8	9	4	4	13	13	5	8	19	7	4	5	17	7	2	4	11	6	5	9	10
MLPH	melanophilin	Homo sapiens	2	2q37.3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0
MLYCD	malonyl-CoA decarboxylase	Homo sapiens	16	16q24	1	1	0	2	0	1	2	1	2	2	1	1	2	0	3	1	2	1	2	3	2	0	3	0	0	0	3	1	0	0	1
MMAA	methylmalonic aciduria (cobalamin deficiency) cblA type	Homo sapiens	4	4q31.21	2	1	0	0	1	2	2	0	2	2	0	1	2	1	2	3	2	1	3	2	3	2	4	0	0	1	4	2	0	0	2
MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type	Homo sapiens	12	12q24	1	1	0	0	1	0	0	0	0	1	0	1	1	0	4	1	0	0	2	2	1	1	0	0	0	0	1	0	0	0	0
MME	membrane metallo-endopeptidase	Homo sapiens	3	3q25.2	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMGT1	membrane magnesium transporter 1	Homo sapiens	X	Xq26.3	5	1	1	2	1	3	2	2	2	1	2	1	1	2	2	2	1	2	2	1	1	1	0	3	1	0	2	2	3	3	1
MMP1	matrix metallopeptidase 1 (interstitial collagenase)	Homo sapiens	11	11q22.3	0	1	14	0	8	0	0	0	0	1	2	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MMP11	matrix metallopeptidase 11 (stromelysin 3)	Homo sapiens	22	22q11.23	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
MMP12	matrix metallopeptidase 12 (macrophage elastase)	Homo sapiens	11	11q22.3	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3
MMP14	matrix metallopeptidase 14 (membrane-inserted)	Homo sapiens	14	14q11.2	0	2	2	0	2	0	0	0	0	2	0	1	0	2	0	0	1	1	0	3	0	1	2	0	0	0	0	0	0	0	0
MMP2	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	Homo sapiens	16	16q13-q21	0	5	5	2	5	0	0	0	0	1	0	0	0	3	0	1	0	2	0	2	3	3	0	0	0	0	0	0	1	0	2
MMP3	matrix metallopeptidase 3 (stromelysin 1, progelatinase)	Homo sapiens	11	11q22.3	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	Homo sapiens	11	11q21-q22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP8	matrix metallopeptidase 8 (neutrophil collagenase)	Homo sapiens	11	11q22.3	0	0	4	1	0	0	0	2	2	0	1	0	0	8	1	0	1	6	0	1	0	0	6	0	0	1	2	0	0	0	1
MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	Homo sapiens	20	20q11.2-q13.1	2	2	27	2	0	20	0	8	24	2	9	0	1	34	10	3	26	31	0	4	5	0	34	9	0	8	20	1	2	5	8
MMRN2	multimerin 2	Homo sapiens	10	10q23.2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	2	1	0	0	0	1	2
MMS19	MMS19 nucleotide excision repair homolog (S. cerevisiae)	Homo sapiens	10	10q24-q25	2	8	3	3	9	2	1	2	2	3	2	1	1	5	1	3	5	7	2	2	3	2	0	2	6	1	5	5	1	3	1
MNDA	myeloid cell nuclear differentiation antigen	Homo sapiens	1	1q22	2	6	30	13	0	11	2	4	18	12	10	4	2	40	6	7	12	17	2	6	8	3	19	4	3	6	7	3	1	3	4
MOB1A	MOB kinase activator 1A	Homo sapiens	2	2p13.1	3	5	2	4	3	2	3	6	8	5	3	3	5	4	3	5	3	5	4	5	3	3	4	4	3	2	4	4	1	3	4
MOB2	MOB kinase activator 2	Homo sapiens	11	11p15.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MOCS3	molybdenum cofactor synthesis 3	Homo sapiens	20	20q13.13	2	0	0	1	0	0	2	0	0	2	0	0	0	0	0	1	0	1	2	2	0	1	5	0	0	1	3	0	0	2	1
MOGS	mannosyl-oligosaccharide glucosidase	Homo sapiens	2	2p13.1	6	12	6	5	5	9	9	7	14	10	5	7	9	8	13	12	13	7	7	7	5	8	10	5	2	7	5	14	4	7	7
MON2	MON2 homolog (S. cerevisiae)	Homo sapiens	12	12q14.1	0	3	1	1	1	1	3	0	2	0	0	3	0	0	3	0	1	0	2	2	1	1	1	0	0	0	0	0	0	0	3
MORC3	MORC family CW-type zinc finger 3	Homo sapiens	21	21q22.13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
MORF4L2	mortality factor 4 like 2	Homo sapiens	X	Xq22	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0
MOSPD2	motile sperm domain containing 2	Homo sapiens	X	Xp22.2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MOV10	Mov10, Moloney leukemia virus 10, homolog (mouse)	Homo sapiens	1	1p13.2	3	1	1	0	9	8	3	4	1	2	5	2	1	3	5	3	1	2	0	2	1	1	2	1	0	0	1	5	1	0	3
MPC2	mitochondrial pyruvate carrier 2	Homo sapiens	1	1q24	1	2	0	1	1	0	1	2	2	0	0	3	0	0	2	1	1	1	3	0	1	2	0	2	1	1	1	0	0	0	0
MPDU1	mannose-P-dolichol utilization defect 1	Homo sapiens	17	17p13.1-p12	1	1	2	2	1	1	1	1	2	1	1	2	1	1	2	3	1	1	2	3	1	1	2	1	1	1	2	1	0	0	2
MPG	N-methylpurine-DNA glycosylase	Homo sapiens	16	16p13.3	1	3	0	1	0	1	3	4	2	1	1	2	1	1	4	5	2	4	5	4	1	2	5	0	0	2	3	2	0	1	3
MPHOSPH10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	Homo sapiens	2	2p13.3	0	0	1	0	1	2	0	1	0	2	2	1	1	0	0	2	3	1	1	0	0	1	2	2	0	0	3	0	0	1	0
MPHOSPH8	M-phase phosphoprotein 8	Homo sapiens	13	13q12.11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0
MPI	mannose phosphate isomerase	Homo sapiens	15	15q24.1	1	3	1	2	3	3	2	2	4	1	1	1	0	3	1	2	5	4	1	1	1	3	1	3	7	1	2	0	1	0	3
MPO	myeloperoxidase	Homo sapiens	17	17q23.1	25	37	217	89	3	100	12	68	136	41	72	14	15	308	38	33	98	171	8	29	54	8	128	27	14	55	72	15	14	28	21
MPP1	membrane protein, palmitoylated 1, 55kDa	Homo sapiens	X	Xq28	2	0	0	0	0	0	2	0	0	1	0	0	2	0	1	1	0	2	0	0	0	3	0	1	0	0	0	0	0	1	0
MPP6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)	Homo sapiens	7	7p15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MPP7	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	Homo sapiens	10	10p12.1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MPRIP	myosin phosphatase Rho interacting protein	Homo sapiens	17	17p11.2	1	10	0	4	0	1	2	1	0	1	2	0	0	2	2	5	0	1	2	3	4	1	0	0	0	0	0	3	0	1	4
MPST	mercaptopyruvate sulfurtransferase	Homo sapiens	22	22q13.1	14	16	4	15	4	13	5	14	9	13	7	11	10	9	8	7	11	15	10	10	9	10	9	11	7	6	18	11	10	15	12
MPZL1	myelin protein zero-like 1	Homo sapiens	1	1q24.2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0
MRC1	mannose receptor, C type 1	Homo sapiens	10	10p12.33	0	8	5	0	1	0	0	1	1	11	1	2	0	5	0	0	1	1	0	3	7	1	0	0	9	0	2	0	0	1	5
MRC2	mannose receptor, C type 2	Homo sapiens	17	17q23.2	1	12	2	9	16	0	5	5	3	2	1	2	1	8	4	4	1	4	4	10	12	3	3	2	1	0	2	0	1	1	6
MRE11	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	Homo sapiens	11	11q21	4	7	5	6	6	3	7	8	3	6	1	3	7	4	9	11	10	7	10	6	3	5	12	4	3	2	10	1	2	8	6
MRGBP	MRG/MORF4L binding protein	Homo sapiens	20	20q13.33	2	2	1	2	2	1	3	1	1	1	2	1	1	0	2	2	2	2	3	2	2	1	3	2	0	1	3	2	0	2	0
MRGPRF	MAS-related GPR, member F	Homo sapiens	11	11q13.3	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	10	0	0	0	0	0	1
MRI1	methylthioribose-1-phosphate isomerase 1	Homo sapiens	19	19p13.2	0	1	0	1	4	1	1	1	0	1	0	1	1	0	1	1	0	3	0	0	1	1	1	0	1	0	0	0	0	1	1
MROH1	maestro heat-like repeat family member 1	Homo sapiens	8	8q24.3	6	2	1	1	1	0	4	0	1	1	0	0	0	1	2	0	3	1	1	4	5	1	0	1	0	0	0	2	0	0	1
MRPL1	mitochondrial ribosomal protein L1	Homo sapiens	4	4q21.1	3	3	0	2	1	4	6	2	3	2	2	3	6	1	4	5	2	3	4	3	1	4	2	1	0	4	8	2	1	3	2
MRPL10	mitochondrial ribosomal protein L10	Homo sapiens	17	17q21.32	3	0	0	1	0	1	1	1	1	0	1	2	0	1	1	1	1	4	1	1	1	1	2	1	0	2	1	0	1	1	0
MRPL11	mitochondrial ribosomal protein L11	Homo sapiens	11	11q13.3	4	5	3	3	1	5	7	4	3	4	2	5	4	4	7	9	6	7	2	4	3	7	9	2	0	5	9	4	1	4	4
MRPL13	mitochondrial ribosomal protein L13	Homo sapiens	8	8q22.1-q22.3	5	6	0	1	2	4	5	6	2	4	1	3	5	3	8	5	5	11	3	4	5	6	7	3	0	5	13	6	3	3	3
MRPL14	mitochondrial ribosomal protein L14	Homo sapiens	6	6p21.3	6	3	1	0	1	2	3	3	3	2	0	2	3	2	3	7	3	2	2	2	0	3	5	2	0	1	5	2	1	1	2
MRPL15	mitochondrial ribosomal protein L15	Homo sapiens	8	8q11.2-q13	9	6	3	5	3	15	9	7	7	8	6	7	8	5	11	12	3	9	5	9	5	4	11	6	0	6	16	8	4	8	8
MRPL16	mitochondrial ribosomal protein L16	Homo sapiens	11	11q12.1	0	1	0	1	0	2	3	1	2	1	1	0	0	0	3	3	0	1	0	1	1	0	0	1	0	0	2	1	0	0	0
MRPL17	mitochondrial ribosomal protein L17	Homo sapiens	11	11p15.5-p15.4	4	1	0	1	2	3	3	2	0	1	1	2	4	0	4	3	0	5	3	4	1	2	4	2	0	2	3	3	1	2	2
MRPL18	mitochondrial ribosomal protein L18	Homo sapiens	6	6q25.3	2	3	0	2	1	3	3	3	2	1	0	2	3	2	4	5	3	3	1	1	1	0	4	2	0	0	5	2	0	2	0
MRPL19	mitochondrial ribosomal protein L19	Homo sapiens	2	2p11.1-q11.2	2	6	0	1	0	2	2	0	2	6	0	2	4	1	4	2	1	3	1	4	3	3	4	1	0	1	5	3	0	1	2
MRPL2	mitochondrial ribosomal protein L2	Homo sapiens	6	6p21.3	4	1	0	1	0	2	1	1	1	2	3	2	3	0	3	1	1	3	1	2	1	0	5	1	0	0	4	1	0	1	1
MRPL20	mitochondrial ribosomal protein L20	Homo sapiens	1	1p36.3-p36.2	3	2	1	0	0	3	4	2	2	2	0	4	3	0	4	3	0	3	2	3	1	3	6	1	1	1	2	1	0	0	2
MRPL21	mitochondrial ribosomal protein L21	Homo sapiens	11	11q13.3	0	1	0	1	1	1	1	0	1	0	2	1	2	1	3	4	0	1	1	2	1	1	4	1	0	1	3	1	0	1	1
MRPL22	mitochondrial ribosomal protein L22	Homo sapiens	5	5q33.2	1	4	0	1	2	2	4	3	4	1	1	4	5	1	4	7	1	4	2	3	1	3	7	3	0	0	6	1	0	2	1
MRPL23	mitochondrial ribosomal protein L23	Homo sapiens	11	11p15.5	1	1	0	2	1	3	2	2	1	2	0	2	1	1	1	2	1	1	0	0	2	2	3	2	0	1	4	1	1	1	2
MRPL24	mitochondrial ribosomal protein L24	Homo sapiens	1	1q23.1	0	2	0	1	1	0	2	0	3	0	0	1	0	0	3	6	1	1	1	3	0	1	3	0	0	1	2	1	0	1	1
MRPL27	mitochondrial ribosomal protein L27	Homo sapiens	17	17q21.3-q22	1	1	0	0	0	1	0	1	0	1	2	2	1	1	0	0	1	3	0	2	0	1	1	2	0	0	3	1	1	1	1
MRPL28	mitochondrial ribosomal protein L28	Homo sapiens	16	16p13.3	1	1	0	0	0	1	0	2	1	0	0	2	1	0	1	1	3	5	0	0	0	2	1	0	0	2	3	0	0	1	1
MRPL3	mitochondrial ribosomal protein L3	Homo sapiens	3	3q21-q23	3	3	1	0	0	3	1	0	1	0	2	3	1	0	1	2	1	2	1	1	0	1	4	1	0	1	8	2	0	2	0
MRPL30	mitochondrial ribosomal protein L30	Homo sapiens	2	2q11.2	0	1	0	1	0	1	1	0	1	0	0	0	0	0	3	3	0	4	0	2	0	0	0	2	0	0	1	2	0	1	2
MRPL32	mitochondrial ribosomal protein L32	Homo sapiens	7	7p14	2	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	2	2	0	0	0	0	0	0	0	0	3	1	0	2	0
MRPL34	mitochondrial ribosomal protein L34	Homo sapiens	19	19p13.1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	2	0	0	0	1	0	0	1	0
MRPL37	mitochondrial ribosomal protein L37	Homo sapiens	1	1p32.1	4	7	1	5	2	6	6	6	5	5	3	2	4	3	7	7	4	5	4	5	2	5	5	4	0	3	11	2	1	3	4
MRPL38	mitochondrial ribosomal protein L38	Homo sapiens	17	17q25.3	3	1	1	0	1	3	1	4	1	2	1	5	2	0	2	3	2	3	2	3	1	4	3	2	0	2	3	2	1	0	1
MRPL39	mitochondrial ribosomal protein L39	Homo sapiens	21	21q21.3	3	4	1	3	1	2	6	5	4	4	1	3	4	1	6	8	2	3	4	3	1	3	4	2	0	1	4	1	1	3	4
MRPL4	mitochondrial ribosomal protein L4	Homo sapiens	19	19p13.2	4	4	2	5	1	3	5	5	4	2	2	4	1	3	4	7	2	4	3	1	2	5	6	2	0	2	10	3	0	3	1
MRPL40	mitochondrial ribosomal protein L40	Homo sapiens	22	22q11.2	2	4	1	1	1	2	3	4	5	2	2	1	2	1	5	8	3	2	1	2	1	3	4	2	0	2	3	3	2	3	2
MRPL41	mitochondrial ribosomal protein L41	Homo sapiens	9	9q34.3	3	4	0	1	1	2	0	0	0	2	1	2	3	1	0	3	0	4	0	4	1	3	3	1	0	2	6	3	1	1	1
MRPL42	mitochondrial ribosomal protein L42	Homo sapiens	12	12q22	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0
MRPL43	mitochondrial ribosomal protein L43	Homo sapiens	10	10q24.31	3	2	0	0	0	2	3	2	2	3	3	2	3	1	2	5	3	3	0	3	1	2	3	1	0	2	5	2	1	2	3
MRPL44	mitochondrial ribosomal protein L44	Homo sapiens	2	2q36.1	6	10	5	3	1	6	5	5	6	3	1	4	4	3	7	10	3	10	4	6	3	5	2	2	2	2	13	4	1	6	4
MRPL45	mitochondrial ribosomal protein L45	Homo sapiens	17	17q21.2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
MRPL46	mitochondrial ribosomal protein L46	Homo sapiens	15	15q25.3	3	2	1	0	3	3	2	4	1	1	1	2	3	1	2	4	3	4	2	2	2	3	6	4	0	2	9	3	2	0	1
MRPL47	mitochondrial ribosomal protein L47	Homo sapiens	3	3q26.33	4	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	5	5	0	2	1	1	2	0	0	1	1	1	0	2	2
MRPL48	mitochondrial ribosomal protein L48	Homo sapiens	11	11q13.4	4	0	0	0	0	2	1	1	1	1	1	0	2	0	1	0	1	1	0	3	1	0	1	1	0	0	0	2	2	1	0
MRPL49	mitochondrial ribosomal protein L49	Homo sapiens	11	11q13	6	5	2	5	2	5	6	6	4	3	4	6	5	4	6	7	4	6	6	5	5	6	8	3	1	3	8	5	3	5	2
MRPL50	mitochondrial ribosomal protein L50	Homo sapiens	9	9q31.1	0	2	1	0	0	3	0	1	1	1	0	3	0	2	2	2	1	1	3	1	1	3	2	0	0	0	5	1	0	0	1
MRPL53	mitochondrial ribosomal protein L53	Homo sapiens	2	2p13.1	1	1	0	0	0	2	2	1	1	1	0	0	2	1	2	2	1	0	0	2	0	0	3	1	0	0	6	1	0	0	0
MRPL55	mitochondrial ribosomal protein L55	Homo sapiens	1	1q42.13	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MRPL57	mitochondrial ribosomal protein L57	Homo sapiens	13	13q12.11	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0
MRPL9	mitochondrial ribosomal protein L9	Homo sapiens	1	1q21	1	7	0	3	3	5	6	4	8	1	1	6	7	1	6	9	2	8	7	6	5	3	12	4	0	3	12	4	0	4	5
MRPS10	mitochondrial ribosomal protein S10	Homo sapiens	6	6p21.1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	3	3	1	1	0	0	0	0	0	1	0	1	0	1	1
MRPS11	mitochondrial ribosomal protein S11	Homo sapiens	15	15q25	0	1	0	1	1	2	0	0	0	0	0	1	0	1	2	1	1	0	5	0	0	1	1	0	0	0	4	0	0	1	0
MRPS12	mitochondrial ribosomal protein S12	Homo sapiens	19	19q13.1-q13.2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1
MRPS14	mitochondrial ribosomal protein S14	Homo sapiens	1	1q25.1	2	2	1	3	1	1	2	1	2	1	1	2	0	1	2	2	1	2	2	1	1	2	2	1	0	0	3	2	1	2	1
